Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Post-demographic dividend,PST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.271915687,4.334270881,3.780979146,5.139122085,4.376084255,4.47259902,2.876873177,4.918904519,4.622416727,1.747081185,2.578090354,4.326800432,5.169947107,0.084297714,-0.841259745,4.017012538,3.073029339,3.579057177,3.09028309,0.400116151,1.27747192,-0.408628791,2.570490486,4.254323268,3.185727688,2.62746057,2.956323019,4.071994739,3.168893139,2.044799364,0.321756396,1.197818594,0.520212654,2.570948248,2.160050546,2.367450163,2.895247479,2.323681361,3.045054129,3.520663087,1.03901772,1.013911258,1.515037704,2.676373154,2.270664311,2.381821647,1.932795324,-0.259104794,-3.876340827,2.405297975,1.37385388,0.793243035,1.122075665,1.584865229,1.784144005,1.3250383,2.054429357,1.857560942,1.513936087,-4.260692146,5.71856862,2.614340888,1.500743161,1.202812337
French Polynesia,PYF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,5.932484016,-7.922747809,11.04152815,-6.007191695,-1.848795613,8.265671372,-7.776619637,4.368038671,14.31192717,-7.800777377,5.015811217,-0.932887381,6.51841216,0.670375299,-2.663138862,-0.55399895,-1.438183905,-0.624012304,-0.376948766,-3.638406003,10.68508064,-1.271898901,-5.941585471,-0.119196508,-1.900958537,1.67566155,-3.23438697,-2.976207647,-3.248291726,-1.9047641,-2.153515268,-1.70605642,0.086531793,0.29539116,1.637900193,-1.876704984,-0.650790591,0.559535345,-0.615266205,-1.179367188,-0.534705153,0.477742673,-0.716512348,-4.623022432,-2.862212447,-3.371569435,-1.419845322,-0.201995117,-0.010253638,1.261471204,1.821427961,3.954160214,1.970257964,2.987463451,-7.109201959,1.88179648,4.248041248,2.725803471,
Qatar,QAT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,-2.551935035,-0.41477147,0.287639462,-3.332434321,-2.743661201,0.074461844,-13.98457695,1.424615749,-1.631776689,-7.202334873,-5.162304881,-12.2503214,-7.236097765,-0.808335023,-6.95130511,0.795921094,-3.629914736,2.232619374,2.633106933,0.001027154,-4.835569294,7.821291967,-4.35699357,-1.609685538,-0.56050139,1.474827093,24.93885431,5.463651377,-1.157435519,2.586597352,-1.149555604,2.166689179,-0.942747091,14.80215524,0.710908912,7.050381966,-5.030134573,-0.34073947,-0.705591683,19.00584661,12.82189394,-1.209077614,-5.128747192,-6.185242281,-3.861374283,-2.451009489,-4.156003204,-0.134704953,-1.522036842,-8.924508176,13.36153814,-1.790978898,1.236724265,-4.488034221
Romania,ROU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.15844134,-7.939239528,1.66711861,4.083147899,6.448659414,4.207522544,-4.57473043,-1.826823974,-0.220150555,2.593928181,6.696722599,7.655869434,3.081963843,11.05911322,5.316506112,8.670675853,8.829648237,11.1442089,-4.726288594,-3.333352914,5.010833714,2.358280667,0.651822267,4.506725444,3.643069411,3.451695415,8.822666571,6.746218334,4.472191654,-3.142397913,6.33606362,4.3667763,2.345293688,0.761555154
Russian Federation,RUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.162835973,-5.31876191,-14.61391714,-8.619686184,-12.53978986,-4.122772365,-3.614975495,1.56770415,-5.143115362,6.729502923,10.46370916,5.546718339,5.182750238,7.787967524,7.632491182,6.806607653,8.554941475,8.685765482,5.246210018,-7.827749977,4.453096398,4.176976244,3.762719155,1.453147679,-1.121940417,-2.276211411,-0.0904862,1.613873259,2.716592717,2.142026247,-2.526804317,6.218577409,-1.097171763,4.37751097,4.556260994
Rwanda,RWA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-6.900036078,8.564592795,-11.83675467,-14.45842282,4.246895891,4.01842036,3.736117757,3.742980905,7.636243069,2.821970192,-1.740045416,-2.594701257,0.46919716,-1.518105539,-4.949887863,16.0240041,-0.974716489,5.965717174,8.542184506,5.619559823,2.117567712,-1.474719939,2.50297769,-7.412811078,0.93874158,2.006074538,-3.247384804,1.220852629,-3.050656966,-4.921598673,-4.478593614,3.718965765,-11.53819241,-41.5406116,61.87353501,-4.642288541,-1.512871573,4.461545845,3.503655065,7.499871066,7.526799287,11.66824451,-0.019686845,4.645118905,6.506697423,6.352667291,4.807909927,8.277574202,3.542919168,4.659797964,5.342776973,6.071726785,2.233014831,3.631645706,6.282592219,3.488788293,1.509064569,6.031779965,6.979296301,-5.516369026,8.456009305,5.817732742,5.896000904,6.583267311
South Asia,SAS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.508922028,0.815664086,2.410222228,5.22879305,-4.107853327,-1.585366312,3.860625288,1.924212826,3.516218974,2.771565191,-1.512119061,-4.244040214,1.021240968,-0.06657402,4.796231898,-0.184388212,4.111968781,3.420702305,-5.772494555,3.38675573,3.696189023,0.946561323,4.172165639,1.692435267,2.663515673,2.328799975,1.516791398,6.144259717,3.179442574,3.323287311,-0.61911186,3.216871598,2.668199617,4.237755829,5.07850992,4.97363938,2.192863654,3.959069732,6.171586014,2.158410919,2.667613945,1.956756176,5.672662978,5.793875331,5.971282611,6.293080202,6.002067292,2.075104711,5.933981489,6.727058482,4.053674353,4.279301925,4.952171583,5.962825507,6.461739174,6.737337299,5.60196772,5.279340855,3.041009511,-5.90537298,8.330281926,6.241736558,7.554168702,5.287342508
Saudi Arabia,SAU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,7.849483363,7.884465788,4.761675589,4.820880169,8.047491443,4.226835239,4.861210692,3.545232337,1.867171118,46.36602733,10.23008054,13.25933074,16.51040766,10.26498206,-10.31416407,9.192784455,0.160115793,-5.390140133,4.703459702,-0.225211055,-2.992853543,-21.07451587,-16.25134998,-9.54915704,-12.38486385,-4.574042515,-8.454290655,1.076448082,-4.534276014,4.157769445,3.178048102,-0.125826731,-3.968576314,-3.276577892,-3.75839336,-0.741787099,-1.236756317,-0.96631724,-4.164962818,0.150492544,-4.740970888,-5.509626786,3.697831682,3.755940092,1.356622904,-1.015908105,-1.940860754,2.042988191,-4.865016112,6.087203608,6.799876432,1.408833785,-2.477145912,1.506566098,-0.634810334,-2.034368942,1.106441667,5.897077302,2.09951105,-8.343449763,9.177456927,7.159129057,-4.014293878,-2.799464307
Sudan,SDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-2.696324812,3.946745346,-5.593092425,-4.012257928,3.611394947,-6.346708931,-1.467526718,-0.981796868,-1.548674975,2.833195144,-0.830443352,-8.001897073,-3.026672296,7.405310166,11.94627268,12.8461179,2.783118363,-9.309871281,-8.549250975,-2.318699613,3.426225772,2.20442598,-1.058931724,-7.06459755,-7.959232438,3.451381159,12.18355577,-1.555209095,7.668564257,-7.122836775,5.352459704,4.549636652,2.490416974,-1.4691715,3.221666237,3.528209889,15.58996021,1.804409313,0.524555771,3.371329754,3.515158586,3.046408525,3.476626013,2.385010785,2.75337218,3.555877526,2.693292113,0.693530744,-5.810421854,0.758886049,5.872001186,-7.200563692,-0.372546264,1.864529241,-1.148102931,0.369473162,-2.719874524,-6.01716756,-5.007959438,-6.185958079,-4.477007796,-3.598008466,-30.36317357,-14.1897699
Senegal,SEN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.132125345,-2.913768235,-0.970509914,0.977287296,-1.543513196,-0.094891964,-4.111963318,3.165472586,-9.30013111,5.369252928,-3.081554185,3.247397217,-8.357656426,1.212053911,4.595574058,6.094083025,-5.026312754,-6.171284193,4.472492945,1.448513885,2.522785353,5.207026118,-8.146961833,1.139534772,0.615796763,0.204711045,3.204848336,-3.647845994,1.027492627,-3.552915227,-0.216527599,-1.474497349,-1.390917377,-2.687591598,2.798250423,-0.443182027,0.642689765,3.452906345,3.793742205,1.413357053,1.811768659,-2.352866649,3.08280432,2.216602372,1.898549721,-0.023903098,0.466183194,1.305181118,0.349911484,0.952269607,-1.195441883,1.255746464,-0.578035528,2.912079406,3.15103873,3.235035724,4.35023573,3.27615847,1.808922903,-1.291475933,3.873432598,1.31913435,1.79788239,4.440046372
Singapore,SGP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.580373932,4.616034381,7.293766759,-5.555053671,5.245415269,7.474577044,10.05090033,11.58597603,12.13398097,12.18402306,10.37079951,11.23603988,8.555359642,4.366072197,2.481255806,5.998924538,5.38197486,6.481254758,8.180134489,8.724607403,5.614279638,2.503512627,7.153752205,6.755184056,-0.758403193,1.438615057,9.14418252,8.475501124,6.971857275,5.631848024,3.695382282,3.483718244,8.675304888,7.665158475,3.968567752,3.190985139,4.739926747,-5.457986674,4.876891842,7.165988202,-3.703665952,2.979229621,6.101275546,8.572205292,4.872093269,5.648343294,4.572986271,-3.415492694,-2.846771949,12.50852155,4.023381649,1.904462237,3.133979149,2.594723155,1.762324686,2.410214435,4.384378349,2.967196993,0.155397509,-3.514233805,14.43081593,0.719821623,-3.007155715,2.326636567
Solomon Islands,SLB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-5.150709628,-5.000547544,0.401710873,-3.164980421,-6.319005586,-3.411417679,4.978176224,-1.954197625,1.013483064,-0.930739362,2.804225798,9.350724724,0.95199203,4.965267532,6.924447229,-1.28334307,-3.702034469,-1.511539423,-3.127655428,-16.21714201,-9.730561274,-4.614979566,4.584968909,5.764512437,5.475723934,2.33469175,1.865500221,4.423349561,1.007854746,6.656335755,3.548680949,-1.224772515,1.463159103,-2.413295032,-1.90278931,1.895257343,-0.426230099,-0.648776163,-0.912850987,-5.503134244,0.130939473,-0.019702918,0.22611601,0.136946416
Sierra Leone,SLE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.224133639,2.844248737,-0.008586663,4.831220882,5.257859061,-0.159254658,-1.827737382,0.099949177,6.493351013,6.581230366,1.558672013,-0.934146898,0.381693942,1.603669235,-0.183188015,-2.229398104,-1.786513766,0.447648693,2.491680475,2.77392623,0.821575318,2.652937001,-4.168440076,1.837522074,-7.384975482,-1.206132426,4.39382685,-9.554998354,-1.755016781,-0.658850957,1.160284417,-17.45976979,1.599776326,-2.322738982,-8.133465161,1.26843594,-7.083147123,0.788223068,-2.484549134,4.107498036,-11.71609942,19.43067401,5.122375536,2.939370479,1.584345635,2.007131065,1.496131503,1.129053194,-1.167297505,3.500219219,5.315958374,7.812995643,11.8800866,-9.991268684,-6.554875876,3.960563262,0.774679248,0.506744299,3.081711377,-3.506777889,3.515279571,2.99519003,3.414716416,1.815668627
El Salvador,SLV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,4.181853485,2.502126183,0.401605989,0.715996768,0.386271474,1.405835635,3.653936756,2.43221587,2.941489567,0.656013864,2.80718499,4.522298067,3.097047205,-6.025362728,-16.94894763,-6.344284867,-7.359970198,-0.292072197,-0.579001392,-1.373485729,-1.773251018,0.501824075,-0.149099217,-1.001232391,2.876949436,-0.267045669,5.287342725,4.428308509,3.699543292,3.861583818,0.062055472,2.444592868,2.020333959,1.589906309,0.626535379,0.46220479,1.257831269,1.362756612,0.787383831,2.665322592,4.393649087,1.720416076,1.824471867,-2.415991532,1.818016136,3.400791706,2.486379215,1.769083037,1.331326807,2.05686594,2.255892674,2.038089506,2.309139463,2.396133219,-8.075625886,11.52715941,2.552374867,3.058269878,2.139548111
San Marino,SMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.128725994,7.672796924,0.88302578,4.240283369,-0.959002843,2.55977184,-1.179567927,1.124023884,2.632996729,3.584883324,-1.918224221,-14.1287766,-6.053286508,-6.487814736,-9.402513148,0.501232921,0.471381911,1.539019184,1.713661811,-1.887691199,-0.555259041,1.650508688,-6.935189321,15.62028907,9.487110556,,
"Somalia, Fed. Rep.",SOM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-5.743403628,4.319001964,0.155585602,-8.53475903,-8.38493563,6.270543543,3.19834612,-0.618246886,-4.248863837,1.855763398,-0.502941604,11.91388743,-14.45455912,-1.825870779,11.84789582,-4.282221249,10.64866387,-1.470296116,-16.04555741,-6.558748126,5.434832614,2.407709327,-14.35240064,-0.428395915,5.195053991,-6.095264991,6.226677235,3.314367485,5.566429136,2.789328217,7.015720488,-3.998717651,1.091111418,-21.88517154,0.304750695,4.192029248,-2.311591443,2.261929847,3.063986197,2.909451709,2.920916235,3.668034471,3.729896838,3.236370713,3.455217909,3.2722885,3.423766147,3.579426215,4.035137344,4.079104897,5.942029317,5.732565338,7.437854959,5.139145934,6.722192586,2.993470207,10.36770438,-1.484702379,-0.886143106,-6.37473582,-0.257094286,-0.333977531,1.056062208,0.414153603
Serbia,SRB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.249632753,9.272217789,5.771279216,-10.0003177,6.394506548,6.962279112,6.589375016,4.831411407,6.936089169,6.222143477,4.310010295,8.270173569,5.609522775,-2.753437507,2.02027693,0.813571318,0.040200497,0.941379085,-1.32558619,1.815452538,3.515887747,2.909615087,5.222668883,5.313818892,-0.288042265,8.972580823,5.247053291,4.494496847,4.445421353
Sub-Saharan Africa (excluding high income),SSA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.286134456,3.483302658,3.686068135,2.404697016,2.039473256,-0.687046581,-3.410649577,0.419390241,6.343701856,5.087238247,4.889991855,0.195832285,1.437365295,4.634302688,-3.087262932,2.312121253,-0.14001609,-3.21244297,0.778536582,0.470006937,-3.869939013,-4.153918038,-5.626323433,-0.562148078,-0.639109915,-1.139348985,-0.151348283,1.696811947,-0.364153703,-0.390979177,-1.995058529,-2.787612658,-3.769322291,-1.592794925,0.615274152,2.257540394,1.445771604,0.001822172,-0.509675567,0.743234797,1.408300856,3.694149171,1.489391012,3.69448796,3.094848982,3.095296081,3.168517554,2.204817567,0.199261132,2.963865969,1.442295046,0.340694381,2.077481307,1.797917517,-0.048420763,-1.707756644,-0.447078799,-0.096235037,-0.20767175,-4.862393839,1.652370541,1.124141834,-0.134027235,0.721303125
South Sudan,SSD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.201710077,0.055305221,-9.665518592,-48.42872583,8.975512361,2.74063966,-9.769294943,,,,,,,,,
Sub-Saharan Africa,SSF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.294144888,3.440175751,3.640693764,2.374378002,2.045601461,-0.572985181,-3.306240697,0.433318314,6.149231229,4.984759466,4.865387907,0.225065179,1.467415162,4.566393607,-3.017257949,2.248513652,-0.05877165,-3.022593493,0.84244917,0.748087822,-3.731973041,-4.18718041,-5.397145844,-0.645451605,-0.897101011,-1.006805284,0.011631989,1.507772827,-0.514768335,-0.469686901,-2.305838203,-3.085178964,-3.598502625,-1.639395598,0.588241053,2.344552402,1.370958813,-0.180474732,-0.498658447,0.754168198,1.449783145,3.538583548,1.308932933,3.793303149,3.1946949,3.183578983,3.275797215,2.322192641,0.332193915,3.132130582,1.630745922,0.498780273,2.256133432,1.989230562,0.22757167,-1.38523306,-0.154037047,0.084598167,0.053948005,-4.484212007,1.70511279,1.201927226,0.075734468,0.932461474
Small states,SST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,-1.517409325,8.946351006,6.602286518,5.453905178,9.681964273,-1.19608406,-5.141521663,-0.00970407,-2.586820406,1.021627527,-0.24074749,0.286522972,1.437701498,0.824961131,1.481018717,1.314841277,-1.917115736,-1.822082591,-0.207440182,2.21527747,3.134363662,2.692726028,4.123012774,2.557614699,3.021822251,5.444032495,1.251601872,2.115500508,3.522059033,3.535509612,3.695621568,5.566343081,3.558793893,0.185959919,-5.212757833,1.265174721,1.565359649,1.241402917,0.213186566,1.247642516,1.263144557,0.784324487,2.207004417,2.207928062,2.078648363,-7.793946483,5.967188587,6.562857752,3.619594212,5.25067142
Sao Tome and Principe,STP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.111879064,0.131385641,-0.563520035,3.344733037,2.903701906,-0.891295097,20.20167914,0.162338584,13.37208785,-3.382073046,-12.15994812,1.18898449,-5.59794091,-7.80926946,7.022511698,-7.94337716,-5.289566397,-0.635431146,0.522097003,-4.540350358,-0.986502855,-1.196725304,-0.726460944,0.45601367,0.364462927,-0.031814335,-0.428599449,1.168043705,1.283177578,-0.650845923,1.404889541,0.914792646,5.551387914,0.983351605,4.019818214,6.23775372,1.160672449,3.726990306,0.944228915,-0.755150615,-0.114189922,0.883420959,3.101075643,2.976742762,-0.246825905,3.422233863,2.462524591,2.780577149,0.482132361,0.716646434,-0.178526591,-1.754073105,-1.612837194,-1.098413668
Suriname,SUR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.391198377,-0.169824094,0.934934048,2.362214082,8.164350001,15.19168918,8.323630868,3.977994226,0.999634779,-0.6930013,0.588938387,-1.970894765,-1.392830713,0.934547183,3.458580155,9.607266759,11.12208473,7.596138944,0.426636518,-8.259423463,7.076609431,-4.47883523,-4.455926933,-2.784764236,0.740327469,-0.576612552,-7.28260491,6.375270175,2.622746803,-5.445523922,2.076394579,-0.219341976,-7.09224119,2.659949897,-1.683170161,-1.122971252,3.520968925,0.211310826,-3.408254622,0.016412852,2.076210129,0.73158313,4.229683655,6.914691683,3.415384572,4.648145608,3.920062199,2.935932976,1.815402507,3.953477033,4.641822245,1.52880859,1.778058903,-0.851471419,-4.451603186,-5.903382464,0.54714937,3.932947026,0.122960023,-16.87387405,-3.316299424,1.540517695,1.606597344,1.940756204
Slovak Republic,SVK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.6399588,-6.75176665,1.513092575,5.787846413,5.534214893,5.89518838,5.291261369,3.686947843,-0.574779582,0.925761789,3.113698918,4.455218718,4.925739495,5.41095987,6.474487485,8.92067972,10.78629912,5.273061263,-5.631175103,6.691108446,2.430269586,1.396463718,0.59516788,2.608326499,5.076972909,1.8164696,2.715217096,3.918085065,2.137584707,-2.669028492,5.924293529,0.723874225,2.262509038,2.149601737
Slovenia,SVN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.957881756,-5.324911813,3.088787914,5.44941394,4.084713711,2.977996078,5.312840812,3.288871703,5.192840027,3.191941183,2.66685838,3.154679906,3.132826648,4.479064928,3.674398812,5.571349667,6.541772412,3.208894122,-8.422088689,0.672167911,0.446560895,-3.119224817,-0.958293258,2.66181374,2.316344918,2.959024148,5.105893848,4.001306499,2.787045414,-4.72524968,8.098635245,2.504885485,1.708804225,1.310893745
Sweden,SWE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.184618713,3.685605053,4.735939836,6.02605917,2.848259727,1.123989592,2.575374721,3.057694246,4.27371525,5.484382827,0.252434873,1.986921307,3.788932059,2.899184796,2.146253267,0.691238101,-1.945127185,1.455733746,3.61364755,1.493733134,0.334436842,1.190775386,1.854515027,4.134865293,1.991774093,2.452772636,3.009547746,2.088760552,1.97219126,-0.020759183,-1.817515182,-1.736630351,-2.632808449,3.279030718,3.54949667,1.543089764,3.005870807,4.18787241,4.119904336,4.463238903,1.089008098,1.945361678,1.502556728,3.770598056,2.382884004,4.088865868,2.462275566,-1.69196628,-5.067760299,4.853016846,2.387802168,-1.148444743,0.284348039,1.285783938,3.311867865,1.071808537,0.462320335,0.726062663,1.51533067,-2.710995801,5.3031637,0.771118404,-0.585225856,0.657843244
Eswatini,SWZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,10.74005667,2.57133708,6.003260709,2.751280923,10.61351705,-5.047830869,-2.171655569,-1.956659455,-0.242964669,8.784267443,10.8937108,-2.134629471,-2.069658558,2.758194089,0.057366697,7.904277116,10.24341003,1.774700592,7.789538333,16.21461123,-2.246556867,-0.628243224,0.144296675,2.411867419,4.909798516,1.806002944,1.382709576,1.29408466,1.839349851,0.721284048,0.126963846,3.554765441,3.173298548,3.000234979,5.422818962,5.463005611,3.835116622,0.143515394,0.916041532,3.187136064,1.68167589,4.8311333,3.298060452,0.87270147,1.465265694,4.066280074,0.695732345,-0.664046641,5.09910496,-3.909807004,2.246479994,0.097209459,2.470230272,1.623565462
Sint Maarten (Dutch part),SXM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.274692409,3.156171109,-0.798052974,-1.041288531,-0.68545419,-2.028758778,-1.085966336,-9.30645195,-8.536334326,9.115813226,-14.63369373,3.161292457,8.319984959,2.318842546,2.065086505
Seychelles,SYC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-7.519198954,5.570492765,7.37099843,3.298818638,-3.514268906,11.09230391,-1.93583965,4.980825767,-2.350806837,6.363348234,13.53241028,3.777202936,7.399933301,-0.524332931,0.819491986,13.94840488,-8.13668927,20.44213152,14.8042349,-5.963248102,-5.038637872,-2.645758635,-0.495741991,3.689946196,9.402858169,0.135752842,0.515688007,4.934241659,9.628727319,6.929141275,1.400771562,6.682334597,5.090562685,-5.00302414,-0.981459839,8.395845453,10.88479574,0.482967629,-0.109437697,3.326714564,-2.356613335,-1.834806954,-4.81617833,-2.490008253,8.501897213,7.153345154,8.321654207,-4.87712623,-2.861424258,1.627370136,12.42658766,2.104128265,-0.599133305,2.457612439,6.51232551,10.62779004,5.652986796,3.94280693,4.581551136,-12.49013745,-0.254097866,-6.676656925,2.348899651,2.117729701
Syrian Arab Republic,SYR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,7.565565645,20.90884529,-11.35407247,5.981871007,-0.828367586,-10.51998067,4.870754002,0.45790784,14.99006228,-4.958800137,5.364435699,21.46473716,-13.44091595,21.62956396,12.46715469,8.478474752,-5.115320682,6.236263977,-2.479832516,10.72741728,4.235027686,-0.564609484,-1.112421292,-10.79512987,5.571120888,-11.1082566,-1.764698013,14.07143718,-16.4606695,0.439572643,4.335380478,9.556743284,2.995266013,4.097451943,4.037551084,6.890889336,2.302845588,4.06598851,-5.976181907,-1.804215225,-1.402843255,1.473281818,4.681741717,4.293598806,3.520951684,0.644012233,-0.635804298,0.843363715,4.271553201,2.826971068,1.071210718,-25.956031,-22.58277733,-4.146635743,0.008465039,-5.280224533,-0.882509408,-0.435918888,-2.636894526,-3.980110715,-0.874333294,-3.004348297,-5.948930711,
Turks and Caicos Islands,TCA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.704474875,-22.81742752,-2.923533686,0.865882697,-6.547532439,-3.512192741,4.378352007,6.586115837,2.464561493,-6.394229426,83.56679979,1.073407279,-35.63621015,27.17391817,12.58411073,12.86704939,4.871817974
Chad,TCD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.625977319,3.248300712,-3.582308945,-4.473230734,-1.383731448,-3.710022425,-1.174581835,-2.3967312,4.747789938,-0.236514146,-4.288471071,-1.08306584,-10.51067386,2.582607518,6.685316382,0.944475622,0.337757708,-2.267823371,-23.08044891,-6.257174866,0.91985963,0.510585366,10.08783415,0.713603679,20.57099074,-6.909312301,-5.749544251,11.63760833,1.388616916,-6.793049266,4.637689802,3.514683242,-17.67419072,7.631589841,-3.127821887,-2.213983781,2.068538544,3.334714167,-4.111486259,-4.249502157,7.954457069,4.777308788,10.2279881,27.80731482,12.69680388,-4.036784825,0.822607256,-0.437230511,-4.801397673,9.923591816,0.927026742,5.288533799,-0.797612798,-1.516382608,0.073922634,-7.092257518,-4.827377973,2.247689721,2.049286083,-3.527966683,-3.101573735,9.060809281,-0.537599858,-1.350074347
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-13.36657896,-1.966401237,3.792357726,8.163469744,8.150381219,5.125669493,-3.954421286,-0.882320479,8.451931259,10.45977665,3.953114592,2.348166822,5.778567218,1.719663333,4.714870445,0.996542107,5.770225944,7.477451456,5.337232921,5.828884946,3.939980811,4.643733218,5.869068228,8.275153486,6.206085039,5.365006941,7.287490788,7.880512069,3.933315094,3.466863859,6.444467486,9.670526852,9.798148927,9.466813945,8.502987841,7.719221661,6.056405189,1.782715055,5.300269591,6.653150587,5.971017968,7.192500525,8.100755587,8.262320871,9.166152751,10.18684941,11.56178707,7.799231212,7.200233031,9.081220979,7.733685313,6.637289474,6.395496105,6.151273139,5.844952302,5.712717241,5.857508016,5.851690295,5.302828558,0.886859027,7.381764193,3.304030603,5.061371381,4.788190455
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.090751138,-6.365527105,-9.904949095,-4.939894718,-8.623200586,-0.199047653,0.899147305,2.881741109,-0.623404824,2.459846283,7.425511826,2.670707622,5.064324298,6.157334537,7.790959138,6.564975919,7.751131179,7.624095444,4.220812547,-5.028477481,4.276124579,5.443879547,2.954326595,2.830313619,1.811412718,0.980686099,1.349083449,3.807407457,3.28800009,2.250541632,-1.659912608,7.416881933,2.424419094,4.370277511,3.4427181
Togo,TGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,10.21890695,1.962690882,3.089372662,11.85458816,12.32491191,5.716620433,1.410315367,0.765847716,6.500260037,-1.127621498,-3.158056856,4.600905575,1.13399794,2.202971003,-0.060648234,-4.397343535,4.421656645,8.387627115,-7.562246675,11.39802647,-6.27213323,-6.739502362,-8.579406813,2.073666605,2.234858016,-1.473186301,-2.500491884,3.467378026,1.014143046,-3.121271042,-3.518088114,-6.658244103,-14.56785182,14.56073356,3.251830755,4.865208856,10.81487772,-5.031006683,-0.374384292,-3.481377431,-1.800512896,1.220213333,4.050459801,-3.487717978,-7.082382407,-0.18544624,-4.012520722,1.087669291,2.507542462,3.012871497,3.009795132,3.544171901,3.141329527,2.989627884,2.842820838,1.627602008,1.441202402,2.236489697,2.390191389,-0.438936507,3.499886452,3.300370299,3.953686708,2.966099374
Thailand,THA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.319114694,4.417221373,4.82972345,3.686652177,4.996239413,7.878361825,5.487048635,5.054503201,3.591747836,8.369391695,2.103894504,1.539063017,7.366845341,1.838172,2.439439328,6.830875252,7.414337821,7.915473905,3.181648868,3.027246121,3.801655242,3.314441969,3.559156483,3.763026957,2.734089722,3.663335749,7.633965853,11.3728951,10.3584193,9.360950587,6.8039509,6.379027164,6.593740931,6.416472637,6.58833088,4.202878108,-4.041960986,-8.832168212,3.269056605,3.280234795,2.398731618,5.132750097,6.194936232,5.34116206,3.295375785,4.100117797,4.594989212,0.94728017,-1.421358667,6.794799286,0.21504556,6.580383363,2.08615316,0.450536554,2.659717853,2.969441553,3.737978003,3.907626242,1.905834958,-6.206373264,1.430621756,2.568943164,2.064552319,2.57520763
